idPotManip;idGenotype;period;numberPot;duration;mean;min;max
C3M42-98;Ra-0(FV);3;2;32.8;107.6;55.21;137.43
C3M42-100;Ra-0(FV);1;2;0;156.49;156.49;156.49
C3M42-100;Ra-0(FV);2;1;26.7;113.28;67.47;148.9
C3M42-100;Ra-0(FV);3;2;36.9;110.38;64.08;137.51
C3M42-143;Ra-0(FV);1;2;0;148.92;148.92;148.92
C3M42-143;Ra-0(FV);2;1;26.8;113.16;67.76;142.28
C3M42-143;Ra-0(FV);3;2;33.9;110.68;66.26;137.29
C3M42-182;Ra-0(FV);1;2;0;148.72;148.72;148.72
C3M42-182;Ra-0(FV);2;1;19.7;123.01;114.53;143.64
C3M42-182;Ra-0(FV);3;2;43.5;128.09;98.48;137.32
C3M42-203;Ra-0(FV);1;2;0;149.44;149.44;149.44
C3M42-203;Ra-0(FV);2;1;26.8;112.23;67.17;141.04
C3M42-203;Ra-0(FV);3;2;35.8;111.72;63.63;137.44
C3M42-210;Ra-0(FV);1;2;0;144.07;144.07;144.07
C3M42-210;Ra-0(FV);2;1;26.7;111.8;67.44;139.26
C3M42-210;Ra-0(FV);3;2;36.9;109.18;64.4;137.39
C3M42-215;Ra-0(FV);1;2;0;142.1;142.1;142.1
C3M42-215;Ra-0(FV);2;1;26.8;110.9;66.14;133.51
C3M42-215;Ra-0(FV);3;2;37.8;109.71;64.84;137.34
C3M42-288;Ra-0(FV);1;2;0;142.08;142.08;142.08
C3M42-288;Ra-0(FV);2;1;19.8;121.14;112.39;136.81
C3M42-288;Ra-0(FV);3;2;45.4;126.88;90.12;137.32
C3M42-294;Ra-0(FV);1;2;0;137.74;137.74;137.74
C3M42-294;Ra-0(FV);2;1;19.7;121.16;113.5;131.11
C3M42-294;Ra-0(FV);3;2;42.5;124.52;79.56;137.27
C3M42-339;Ra-0(FV);1;2;0;138.49;138.49;138.49
C3M42-339;Ra-0(FV);2;1;22.7;116.13;71.93;137.36
C3M42-339;Ra-0(FV);3;2;33.8;108.89;66.96;137.2
C3M42-365;Ra-0(FV);1;2;0;140.73;140.73;140.73
C3M42-365;Ra-0(FV);2;1;26.8;111.99;68.44;143.09
C3M42-365;Ra-0(FV);3;2;27.9;102.92;65.13;137.32
C3M42-381;Ra-0(FV);1;2;0;139.47;139.47;139.47
C3M42-381;Ra-0(FV);2;1;15.8;124.47;115.87;138.58
C3M42-381;Ra-0(FV);3;2;47.5;132.25;101.43;137.25
C3M42-389;Ra-0(FV);1;2;0;138.67;138.67;138.67
C3M42-389;Ra-0(FV);2;1;26.8;113.47;68.73;140.96
C3M42-389;Ra-0(FV);3;2;37.8;110.52;62.2;137.22
C3M42-396;Ra-0(FV);1;2;0;137.75;137.75;137.75
C3M42-396;Ra-0(FV);2;1;15.8;122.36;114.15;134.32
C3M42-396;Ra-0(FV);3;2;34.4;129.45;96.36;137.37
C3M42-414;Ra-0(FV);1;2;0;146.55;146.55;146.55
C3M42-414;Ra-0(FV);2;1;19.8;134.7;115.74;153.95
C3M42-414;Ra-0(FV);3;2;42.7;127.23;98.78;137.24
C3M42-419;Ra-0(FV);1;2;0;152.63;152.63;152.63
C3M42-419;Ra-0(FV);2;1;19.8;126.14;115.09;149.68
C3M42-419;Ra-0(FV);3;2;45.5;130.25;98.11;137.29
C3M42-475;Ra-0(FV);1;2;0;132.33;132.33;132.33
C3M42-475;Ra-0(FV);2;1;19.8;128.98;117.09;152.13
C3M42-475;Ra-0(FV);3;2;45.5;127.18;94.32;137.24
C3M42-110;Rennes-1(FV);1;2;0;154.96;154.96;154.96
C3M42-110;Rennes-1(FV);2;1;16.8;124.18;114.39;147.67
C3M42-110;Rennes-1(FV);3;2;37.6;131.38;102.81;137.44
C3M42-126;Rennes-1(FV);1;2;0;151.82;151.82;151.82
C3M42-126;Rennes-1(FV);2;1;20.7;116.28;72.52;145.21
C3M42-126;Rennes-1(FV);3;2;43.5;113;47.29;137.41
C3M42-142;Rennes-1(FV);1;2;0;149.43;149.43;149.43
C3M42-142;Rennes-1(FV);2;1;19.8;122.05;113.33;142.26
C3M42-142;Rennes-1(FV);3;2;44.4;128.75;100.93;137.27
C3M42-147;Rennes-1(FV);1;2;0;146.24;146.24;146.24
C3M42-147;Rennes-1(FV);2;1;16.9;122.52;113.78;140.17
C3M42-147;Rennes-1(FV);3;2;37.6;130.17;100.92;137.44
C3M42-160;Rennes-1(FV);1;2;0;153.05;153.05;153.05
C3M42-160;Rennes-1(FV);2;1;22.7;116.97;71.33;148.45
C3M42-160;Rennes-1(FV);3;2;31.8;109.52;67.13;137.33
C3M42-174;Rennes-1(FV);1;2;0;149.62;149.62;149.62
C3M42-174;Rennes-1(FV);2;1;20.7;116.12;72.8;144.27
C3M42-174;Rennes-1(FV);3;2;43.5;115.19;47.79;137.38
C3M42-180;Rennes-1(FV);1;2;0;154.06;154.06;154.06
C3M42-180;Rennes-1(FV);2;1;21.8;116.24;72.47;146.55
C3M42-180;Rennes-1(FV);3;2;42.4;115.05;54.77;137.41
C3M42-199;Rennes-1(FV);1;2;0;143.64;143.64;143.64
C3M42-199;Rennes-1(FV);2;1;22.7;114.09;69.21;138.8
C3M42-199;Rennes-1(FV);3;2;31.6;106.95;66.58;137.44
C3M42-217;Rennes-1(FV);1;2;0;145.8;145.8;145.8
C3M42-217;Rennes-1(FV);2;1;16.9;121.94;113.3;138.43
C3M42-217;Rennes-1(FV);3;2;37.8;131.71;110.48;137.39
C3M42-228;Rennes-1(FV);1;2;0;137.19;137.19;137.19
C3M42-228;Rennes-1(FV);2;1;16.9;120.08;110.84;129.99
C3M42-228;Rennes-1(FV);3;2;38.5;130.35;97.44;137.41
C3M42-240;Rennes-1(FV);1;2;0;147.67;147.67;147.67
C3M42-240;Rennes-1(FV);2;1;21.8;114.22;67.31;139.61
C3M42-240;Rennes-1(FV);3;2;43.4;116.12;52.03;137.45
C3M42-315;Rennes-1(FV);1;2;0;131.71;131.71;131.71
C3M42-315;Rennes-1(FV);2;1;15.7;122.4;115.47;129.99
C3M42-315;Rennes-1(FV);3;2;49.5;129.49;102.88;137.23
C3M42-331;Rennes-1(FV);1;2;0;135.42;135.42;135.42
C3M42-331;Rennes-1(FV);2;1;22.7;114.59;70.95;132.57
C3M42-331;Rennes-1(FV);3;2;32.6;107.28;66.91;137.37
C3M42-336;Rennes-1(FV);1;2;0;132.73;132.73;132.73
C3M42-336;Rennes-1(FV);2;1;22.7;112.83;68.73;130
C3M42-336;Rennes-1(FV);3;2;32.5;108.66;66.43;137.23
C3M42-359;Rennes-1(FV);1;2;0;137.4;137.4;137.4
C3M42-359;Rennes-1(FV);2;1;16.9;121.67;113.64;131.96
C3M42-359;Rennes-1(FV);3;2;38.6;131.01;100.86;137.34
C3M42-375;Rennes-1(FV);1;2;0;143.62;143.62;143.62
C3M42-375;Rennes-1(FV);2;1;22.7;118.11;69.31;144.28
C3M42-375;Rennes-1(FV);3;2;40.5;117.91;67.34;137.39
C3M42-397;Rennes-1(FV);1;2;0;140.51;140.51;140.51
C3M42-397;Rennes-1(FV);2;1;15.7;125.93;115.19;180.59
C3M42-397;Rennes-1(FV);3;2;49.5;130.35;104.05;137.32
C3M42-477;Rennes-1(FV);1;2;0;140.13;140.13;140.13
C3M42-477;Rennes-1(FV);2;1;15.8;125.83;116.99;137.71
C3M42-477;Rennes-1(FV);3;2;49.5;132.51;114.43;137.3
C3M42-8;Sanna-2(FV);1;2;0;143.69;143.69;143.69
C3M42-8;Sanna-2(FV);2;1;19.8;120.26;110.08;132.67
C3M42-8;Sanna-2(FV);3;2;44.4;132.83;108.78;137.52
C3M42-125;Sanna-2(FV);1;2;0;154.1;154.1;154.1
C3M42-125;Sanna-2(FV);2;1;16.9;124.05;113.8;147.89
C3M42-125;Sanna-2(FV);3;2;37.6;131.98;103.49;137.38
C3M42-154;Sanna-2(FV);1;2;0;144.94;144.94;144.94
C3M42-154;Sanna-2(FV);2;1;26.8;112.66;68.26;137.88
C3M42-154;Sanna-2(FV);3;2;33.9;113.65;67.17;137.58
C3M42-169;Sanna-2(FV);1;2;0;145.08;145.08;145.08
C3M42-169;Sanna-2(FV);2;1;19.7;122;113.9;139.43
C3M42-169;Sanna-2(FV);3;2;41.6;133.22;116.73;137.36
C3M42-172;Sanna-2(FV);1;2;0;146.7;146.7;146.7
C3M42-172;Sanna-2(FV);2;1;26.7;113.5;68.54;141.27
C3M42-172;Sanna-2(FV);3;2;36.9;112.49;66.22;162.43
C3M42-181;Sanna-2(FV);1;2;0;146.31;146.31;146.31
C3M42-181;Sanna-2(FV);2;1;22.7;114.24;70.03;140.09
C3M42-181;Sanna-2(FV);3;2;31.8;110.29;66.71;137.36
C3M42-193;Sanna-2(FV);1;2;0;147.91;147.91;147.91
C3M42-193;Sanna-2(FV);2;1;19.7;122.07;113.54;141.74
C3M42-193;Sanna-2(FV);3;2;44.5;133.08;116.27;137.42
C3M42-208;Sanna-2(FV);1;2;0;138.18;138.18;138.18
C3M42-208;Sanna-2(FV);2;1;19.7;120.92;112.53;131.98
C3M42-208;Sanna-2(FV);3;2;43.5;132.83;114.63;137.45
C3M42-250;Sanna-2(FV);1;2;0;147.31;147.31;147.31
C3M42-250;Sanna-2(FV);2;1;26.8;111.69;66.53;139.83
C3M42-250;Sanna-2(FV);3;2;37.8;114.13;65.42;138.18
C3M42-270;Sanna-2(FV);1;2;0;137.57;137.57;137.57
C3M42-270;Sanna-2(FV);2;1;22.7;113.77;69.36;131.44
C3M42-270;Sanna-2(FV);3;2;32.6;110.01;66.58;137.26
C3M42-298;Sanna-2(FV);1;2;0;134.14;134.14;134.14
C3M42-298;Sanna-2(FV);2;1;26.8;111.15;66.99;129.99
C3M42-298;Sanna-2(FV);3;2;34.9;113.12;65.33;137.3
C3M42-335;Sanna-2(FV);1;2;0;136.28;136.28;136.28
C3M42-335;Sanna-2(FV);2;1;19.8;121.11;113.52;130.3
C3M42-335;Sanna-2(FV);3;2;43.5;132.75;105.92;138.41
C3M42-337;Sanna-2(FV);1;2;0;130.86;130.86;130.86
C3M42-337;Sanna-2(FV);2;1;19.7;121.96;114.86;129.99
C3M42-337;Sanna-2(FV);3;2;45.5;133.21;112.94;137.22
C3M42-369;Sanna-2(FV);1;2;0;136.75;136.75;136.75
C3M42-369;Sanna-2(FV);2;1;22.7;115.02;71.21;135.16
C3M42-369;Sanna-2(FV);3;2;33.3;111.51;67.69;137.34
C3M42-379;Sanna-2(FV);1;2;0;137.93;137.93;137.93
C3M42-379;Sanna-2(FV);2;1;26.8;111.26;68.66;139.97
C3M42-379;Sanna-2(FV);3;2;37.8;115.24;64.59;137.26
C3M42-383;Sanna-2(FV);1;2;0;139.47;139.47;139.47
C3M42-383;Sanna-2(FV);2;1;19.8;122.38;114.75;137.32
C3M42-383;Sanna-2(FV);3;2;42.6;133.65;118.1;137.19
C3M42-491;Sanna-2(FV);1;2;0;135.16;135.16;135.16
C3M42-491;Sanna-2(FV);2;1;26.8;109.05;68.49;130.46
C3M42-491;Sanna-2(FV);3;2;37.8;113.86;67.19;138.21
C3M42-496;Sanna-2(FV);1;2;0;133.47;133.47;133.47
C3M42-496;Sanna-2(FV);2;1;19.8;121.82;114.28;129.99
C3M42-496;Sanna-2(FV);3;2;45.5;133.63;118.16;137.3
C3M42-34;TAL-03(FV);1;2;0;142.15;142.15;142.15
C3M42-34;TAL-03(FV);2;1;26.8;111.05;66.09;133.13
C3M42-34;TAL-03(FV);3;2;33.8;112.05;64.83;137.28
C3M42-46;TAL-03(FV);1;2;0;145.86;145.86;145.86
C3M42-46;TAL-03(FV);2;1;26.8;111.87;67.17;136.58
C3M42-46;TAL-03(FV);3;2;33.8;114.31;65.11;137.42
C3M42-49;TAL-03(FV);1;2;0;146.05;146.05;146.05
C3M42-49;TAL-03(FV);2;1;16.7;121.67;113.7;138.13
C3M42-49;TAL-03(FV);3;2;47.5;133.04;115.84;137.44
C3M42-67;TAL-03(FV);1;2;0;139.56;139.56;139.56
C3M42-67;TAL-03(FV);2;1;26.8;110.8;66.31;130.98
C3M42-67;TAL-03(FV);3;2;36.8;112.35;64.71;137.39
C3M42-80;TAL-03(FV);1;2;0;155.66;155.66;155.66
C3M42-80;TAL-03(FV);2;1;26.8;112.63;66.47;148.21
C3M42-80;TAL-03(FV);3;2;36.8;112.79;65.14;137.39
C3M42-90;TAL-03(FV);1;2;0;144.04;144.04;144.04
C3M42-90;TAL-03(FV);2;1;16.9;122.26;113.49;137.99
C3M42-90;TAL-03(FV);3;2;47.5;132.22;111.94;137.39
C3M42-95;TAL-03(FV);1;2;0;162.11;162.11;162.11
C3M42-95;TAL-03(FV);2;1;26.8;114.38;66.8;155.75
C3M42-95;TAL-03(FV);3;2;33.9;113.37;65.17;138.23
C3M42-226;TAL-03(FV);1;2;0;147.54;147.54;147.54
C3M42-226;TAL-03(FV);2;1;16.9;121.8;112.21;140.72
C3M42-226;TAL-03(FV);3;2;38.5;132.22;104.85;137.36
C3M42-273;TAL-03(FV);1;2;0;148.48;148.48;148.48
C3M42-273;TAL-03(FV);2;1;22.7;114.17;68.98;142.19
C3M42-273;TAL-03(FV);3;2;32.5;111.28;66.79;137.24
C3M42-289;TAL-03(FV);1;2;0;142.85;142.85;142.85
C3M42-289;TAL-03(FV);2;1;19.7;121.7;113.4;137.51
C3M42-289;TAL-03(FV);3;2;45.5;132.79;116.41;137.33
C3M42-311;TAL-03(FV);1;2;0;142.32;142.32;142.32
C3M42-311;TAL-03(FV);2;1;16.9;122.53;114.08;137.62
C3M42-311;TAL-03(FV);3;2;38.5;133.62;115.8;137.53
C3M42-321;TAL-03(FV);1;2;0;140.4;140.4;140.4
C3M42-321;TAL-03(FV);2;1;16.9;122.4;113.89;136.23
C3M42-321;TAL-03(FV);3;2;38.5;133.54;118.89;137.26
C3M42-401;TAL-03(FV);1;2;0;147.37;147.37;147.37
C3M42-401;TAL-03(FV);2;1;19.8;133.19;116.05;151.21
C3M42-401;TAL-03(FV);3;2;45.5;133.34;114.87;137.24
C3M42-404;TAL-03(FV);1;2;0;140.36;140.36;140.36
C3M42-404;TAL-03(FV);2;1;26.8;111.87;68.24;141.24
C3M42-404;TAL-03(FV);3;2;37.8;114.15;66.4;137.31
C3M42-431;TAL-03(FV);1;2;0;144.12;144.12;144.12
C3M42-431;TAL-03(FV);2;1;26.8;110.45;67.78;142.39
C3M42-431;TAL-03(FV);3;2;28.3;108.21;63.98;137.27
C3M42-432;TAL-03(FV);1;2;0;140.4;140.4;140.4
C3M42-432;TAL-03(FV);2;1;26.8;114.01;68.92;138.51
C3M42-432;TAL-03(FV);3;2;37.8;114.12;67.19;137.3
C3M42-451;TAL-03(FV);1;2;0;137.85;137.85;137.85
C3M42-451;TAL-03(FV);2;1;16.2;132.42;118.33;149.17
C3M42-451;TAL-03(FV);3;2;39.5;133.95;116.12;137.32
C3M42-452;TAL-03(FV);1;2;0;138.31;138.31;138.31
C3M42-452;TAL-03(FV);2;1;16.9;131.24;115.43;142.08
C3M42-452;TAL-03(FV);3;2;39.6;135;120.39;137.75
C3M42-16;TBO-01(FV);1;2;0;135.74;135.74;135.74
C3M42-16;TBO-01(FV);2;1;19.7;120.14;112.65;130
C3M42-16;TBO-01(FV);3;2;44.5;133.71;115.84;137.37
C3M42-23;TBO-01(FV);1;2;0;153.11;153.11;153.11
C3M42-23;TBO-01(FV);2;1;26.8;111.35;66.08;142.18
C3M42-23;TBO-01(FV);3;2;36.8;114.07;64.47;137.83
C3M42-33;TBO-01(FV);1;2;0;139.65;139.65;139.65
C3M42-33;TBO-01(FV);2;1;16.9;120.59;111.44;130.47
C3M42-33;TBO-01(FV);3;2;37.8;133.63;103.25;137.34
C3M42-88;TBO-01(FV);1;2;0;151.3;151.3;151.3
C3M42-88;TBO-01(FV);2;1;16.9;123;113.41;143.77
C3M42-88;TBO-01(FV);3;2;37.6;133.69;118.32;137.38
C3M42-111;TBO-01(FV);1;2;0;154.51;154.51;154.51
C3M42-111;TBO-01(FV);2;1;22.7;115.56;70.04;147.5
C3M42-111;TBO-01(FV);3;2;31.9;111.06;67.37;138.34
C3M42-136;TBO-01(FV);1;2;0;156.44;156.44;156.44
C3M42-136;TBO-01(FV);2;1;19.7;124.24;114.04;150.18
C3M42-136;TBO-01(FV);3;2;44.5;133.86;116.87;137.37
C3M42-207;TBO-01(FV);1;2;0;138.04;138.04;138.04
C3M42-207;TBO-01(FV);2;1;21.7;114.95;72.07;132.24
C3M42-207;TBO-01(FV);3;2;32.8;110.38;54.05;138.17
C3M42-227;TBO-01(FV);1;2;0;142.29;142.29;142.29
C3M42-227;TBO-01(FV);2;1;26.8;110.96;66.39;134.53
C3M42-227;TBO-01(FV);3;2;37.8;116.38;64.97;137.42
C3M42-265;TBO-01(FV);1;2;0;140.41;140.41;140.41
C3M42-265;TBO-01(FV);2;1;16.9;122.03;114.28;134.98
C3M42-265;TBO-01(FV);3;2;38.5;134.26;118.59;137.28
C3M42-317;TBO-01(FV);1;2;0;134.61;134.61;134.61
C3M42-317;TBO-01(FV);2;1;15.7;122.54;115.08;131.61
C3M42-317;TBO-01(FV);3;2;49.5;133.68;117.29;137.27
C3M42-341;TBO-01(FV);1;2;0;136.39;136.39;136.39
C3M42-341;TBO-01(FV);2;1;21.7;115.31;71.72;135.13
C3M42-341;TBO-01(FV);3;2;28.4;104.87;55.61;137.28
C3M42-349;TBO-01(FV);1;2;0;135.09;135.09;135.09
C3M42-349;TBO-01(FV);2;1;15.7;123.27;115.69;134.17
C3M42-349;TBO-01(FV);3;2;34.4;134.44;117.4;137.28
C3M42-361;TBO-01(FV);1;2;0;137.5;137.5;137.5
C3M42-361;TBO-01(FV);2;1;22.7;116.03;72.03;138.29
C3M42-361;TBO-01(FV);3;2;32.6;111.47;67.88;138.22
C3M42-444;TBO-01(FV);1;2;0;141.6;141.6;141.6
C3M42-444;TBO-01(FV);2;1;16.9;123.07;114.85;139.1
C3M42-444;TBO-01(FV);3;2;39.5;134.15;117.7;137.28
C3M42-481;TBO-01(FV);1;2;0;147.56;147.56;147.56
C3M42-481;TBO-01(FV);2;1;22.7;115.52;70.66;140.94
C3M42-481;TBO-01(FV);3;2;35.5;114.23;67.48;137.9
C3M42-485;TBO-01(FV);1;2;0;138.37;138.37;138.37
C3M42-485;TBO-01(FV);2;1;27.8;116.39;68.58;137.52
C3M42-485;TBO-01(FV);3;2;37.4;116.1;67.8;137.84
C3M42-22;TEDEN-02(FV);1;2;0;154.46;154.46;154.46
C3M42-22;TEDEN-02(FV);2;1;19.8;121.52;110.84;143.68
C3M42-22;TEDEN-02(FV);3;2;41.5;132.78;113.11;137.51
C3M42-60;TEDEN-02(FV);1;2;0;142.47;142.47;142.47
C3M42-60;TEDEN-02(FV);2;1;26.8;111.32;66.66;134.24
C3M42-60;TEDEN-02(FV);3;2;36.8;113.25;65.17;137.5
C3M42-68;TEDEN-02(FV);1;2;0;141.76;141.76;141.76
C3M42-68;TEDEN-02(FV);2;1;19.8;120.92;112.33;133.72
C3M42-68;TEDEN-02(FV);3;2;44.4;131.89;108.64;137.26
C3M42-104;TEDEN-02(FV);1;2;0;164.99;164.99;164.99
C3M42-104;TEDEN-02(FV);2;1;16.9;126.89;107.03;157.31
C3M42-104;TEDEN-02(FV);3;2;37.8;132.92;112.21;137.41
C3M42-114;TEDEN-02(FV);1;2;0;152.77;152.77;152.77
C3M42-114;TEDEN-02(FV);2;1;19.7;122.75;113.6;146.49
C3M42-114;TEDEN-02(FV);3;2;41.6;129.47;73.75;137.28
C3M42-116;TEDEN-02(FV);1;2;0;153.98;153.98;153.98
C3M42-116;TEDEN-02(FV);2;1;26.8;113.67;67.49;147.61
C3M42-116;TEDEN-02(FV);3;2;33.9;114.31;65.34;137.31
C3M42-132;TEDEN-02(FV);1;2;0;155.91;155.91;155.91
C3M42-132;TEDEN-02(FV);2;1;22.8;115.33;69.06;149.38
C3M42-132;TEDEN-02(FV);3;2;31.5;110.28;67.13;137.71
C3M42-198;TEDEN-02(FV);1;2;0;146.86;146.86;146.86
C3M42-198;TEDEN-02(FV);2;1;19.7;122.07;113.82;141.12
C3M42-198;TEDEN-02(FV);3;2;44.5;132.61;113.38;137.32
C3M42-238;TEDEN-02(FV);1;2;0;151.98;151.98;151.98
C3M42-238;TEDEN-02(FV);2;1;26.8;112.28;66.55;144.93
C3M42-238;TEDEN-02(FV);3;2;37.8;111.62;64.27;137.36
C3M42-285;TEDEN-02(FV);1;2;0;141.58;141.58;141.58
C3M42-285;TEDEN-02(FV);2;1;21.8;114.59;68.85;135.84
C3M42-285;TEDEN-02(FV);3;2;33.6;109.44;52.24;138.21
C3M42-301;TEDEN-02(FV);1;2;0;142.83;142.83;142.83
C3M42-301;TEDEN-02(FV);2;1;16.9;122.85;114.14;138.2
C3M42-301;TEDEN-02(FV);3;2;38.6;133.32;114.35;137.32
C3M42-313;TEDEN-02(FV);1;2;0;136.97;136.97;136.97
C3M42-313;TEDEN-02(FV);2;1;16.9;122.52;114.77;133.45
C3M42-313;TEDEN-02(FV);3;2;38.5;132.91;116.52;137.24
C3M42-340;TEDEN-02(FV);1;2;0;132.01;132.01;132.01
C3M42-340;TEDEN-02(FV);2;1;22.7;115.31;72.29;130.93
C3M42-340;TEDEN-02(FV);3;2;32.6;110.1;67.31;137.26
C3M42-368;TEDEN-02(FV);1;2;0;141.63;141.63;141.63
C3M42-368;TEDEN-02(FV);2;1;21.8;116.76;71.84;142.03
C3M42-368;TEDEN-02(FV);3;2;41.5;118.57;55.22;137.26
C3M42-386;TEDEN-02(FV);1;2;0;142.19;142.19;142.19
C3M42-386;TEDEN-02(FV);2;1;19.7;126.09;115.3;142.13
C3M42-386;TEDEN-02(FV);3;2;45.5;132.67;107.1;137.35
C3M42-437;TEDEN-02(FV);1;2;0;140.77;140.77;140.77
C3M42-437;TEDEN-02(FV);2;1;26.8;114.85;69.28;147.45
C3M42-437;TEDEN-02(FV);3;2;37.8;114.99;67.92;137.31
C3M42-17;TRA-01(FV);1;2;0;140.46;140.46;140.46
C3M42-17;TRA-01(FV);2;1;26.7;111.5;67.31;134.41
C3M42-17;TRA-01(FV);3;2;33.9;111.84;65.03;137.34
C3M42-37;TRA-01(FV);1;2;0;147.06;147.06;147.06
C3M42-37;TRA-01(FV);2;1;16.7;121.77;114.04;138.91
C3M42-37;TRA-01(FV);3;2;37.9;132.9;112.54;137.36
C3M42-82;TRA-01(FV);1;2;0;154.76;154.76;154.76
C3M42-82;TRA-01(FV);2;1;26.8;111.65;66.54;145.83
C3M42-82;TRA-01(FV);3;2;36.8;113.48;64.76;137.45
C3M42-106;TRA-01(FV);1;2;0;156.66;156.66;156.66
C3M42-106;TRA-01(FV);2;1;26.8;113.51;67.41;149.22
C3M42-106;TRA-01(FV);3;2;36.8;113.85;65.77;137.85
C3M42-244;TRA-01(FV);1;2;0;147.19;147.19;147.19
C3M42-244;TRA-01(FV);2;1;22.7;114.78;70.22;141.22
C3M42-244;TRA-01(FV);3;2;32.6;110.79;66.37;139.18
C3M42-255;TRA-01(FV);1;2;0;149.24;149.24;149.24
C3M42-255;TRA-01(FV);2;1;22.7;114.58;69.56;142.87
C3M42-255;TRA-01(FV);3;2;32.6;110.7;66.53;137.82
C3M42-259;TRA-01(FV);1;2;0;159.25;159.25;159.25
C3M42-259;TRA-01(FV);2;1;15.8;126.38;113.72;154.02
C3M42-259;TRA-01(FV);3;2;49.4;133.4;115.58;137.35
C3M42-275;TRA-01(FV);1;2;0;141.44;141.44;141.44
C3M42-275;TRA-01(FV);2;1;16.9;121.61;113.12;135.16
C3M42-275;TRA-01(FV);3;2;38.5;133.33;118.83;137.24
C3M42-350;TRA-01(FV);1;2;0;133.17;133.17;133.17
C3M42-350;TRA-01(FV);2;1;22.7;115.45;71.58;133.92
C3M42-350;TRA-01(FV);3;2;32.5;111.99;67.31;137.33
C3M42-351;TRA-01(FV);1;2;0;137.9;137.9;137.9
C3M42-351;TRA-01(FV);2;1;16.9;123.24;114.72;136.24
C3M42-351;TRA-01(FV);3;2;38.5;133.68;116.25;137.29
C3M42-355;TRA-01(FV);1;2;0;137.12;137.12;137.12
C3M42-355;TRA-01(FV);2;1;21.8;114.86;71.84;134.46
C3M42-355;TRA-01(FV);3;2;28.4;103.74;54.69;137.26
C3M42-403;TRA-01(FV);1;2;0;144.01;144.01;144.01
C3M42-403;TRA-01(FV);2;1;16.9;130.2;115.34;146.32
C3M42-403;TRA-01(FV);3;2;39;133.81;115.38;137.34
C3M42-416;TRA-01(FV);1;2;0;148.81;148.81;148.81
C3M42-416;TRA-01(FV);2;1;26.8;115.74;69.66;148.93
C3M42-416;TRA-01(FV);3;2;37.8;116.67;65.78;137.33
C3M42-418;TRA-01(FV);1;2;0;147.94;147.94;147.94
C3M42-418;TRA-01(FV);2;1;19.8;125.8;115.85;145.61
C3M42-418;TRA-01(FV);3;2;45.5;133.64;118.62;137.21
C3M42-435;TRA-01(FV);1;2;0;142.47;142.47;142.47
C3M42-435;TRA-01(FV);2;1;16.9;126.61;115.18;141.85
C3M42-435;TRA-01(FV);3;2;39.3;133.83;115.54;137.24
C3M42-457;TRA-01(FV);1;2;0;138.1;138.1;138.1
C3M42-457;TRA-01(FV);2;1;16.9;122.36;114.36;132.56
C3M42-457;TRA-01(FV);3;2;48.5;134.13;119.27;137.37
C3M42-7;Ts-1(FV);1;2;0;138.03;138.03;138.03
C3M42-7;Ts-1(FV);2;1;19.8;119.71;109.66;129.99
C3M42-7;Ts-1(FV);3;2;44.4;132.26;114.93;137.61
C3M42-19;Ts-1(FV);1;2;0;137.22;137.22;137.22
C3M42-19;Ts-1(FV);2;1;19.8;120.15;111.02;130.01
C3M42-19;Ts-1(FV);3;2;41.5;127.62;76.25;137.39
C3M42-36;Ts-1(FV);1;2;0;134.04;134.04;134.04
C3M42-36;Ts-1(FV);2;1;19.8;119.67;111.11;130.01
C3M42-36;Ts-1(FV);3;2;41.5;130.31;101.39;137.29
C3M42-58;Ts-1(FV);1;2;0;148.22;148.22;148.22
C3M42-58;Ts-1(FV);2;1;26.8;112.01;67.18;138.41
C3M42-58;Ts-1(FV);3;2;33.8;109.93;65.6;138.66
C3M42-75;Ts-1(FV);1;2;0;144.53;144.53;144.53
C3M42-75;Ts-1(FV);2;1;19.7;120.98;112.97;135.7
C3M42-75;Ts-1(FV);3;2;44.5;119.6;57.54;137.3
C3M42-165;Ts-1(FV);1;2;0;146.19;146.19;146.19
C3M42-165;Ts-1(FV);2;1;19.8;122.01;113.78;139.41
C3M42-165;Ts-1(FV);3;2;41.6;129.47;71.3;137.32
C3M42-195;Ts-1(FV);1;2;0;147.1;147.1;147.1
C3M42-195;Ts-1(FV);2;1;16.9;123.42;114.48;142.15
C3M42-195;Ts-1(FV);3;2;37.8;132.27;114.51;137.35
C3M42-221;Ts-1(FV);1;2;0;143.75;143.75;143.75
C3M42-221;Ts-1(FV);2;1;26.7;112.48;67.91;137.6
C3M42-221;Ts-1(FV);3;2;37.8;114.67;64.21;137.31
C3M42-234;Ts-1(FV);1;2;0;143.94;143.94;143.94
C3M42-234;Ts-1(FV);2;1;21.7;115.43;71.61;138.13
C3M42-234;Ts-1(FV);3;2;32.8;109.5;53.72;137.41
C3M42-237;Ts-1(FV);1;2;0;149.86;149.86;149.86
C3M42-237;Ts-1(FV);2;1;19.8;121.67;112.29;142.58
C3M42-237;Ts-1(FV);3;2;45.4;132.31;109.91;137.35
C3M42-342;Ts-1(FV);1;2;0;136.86;136.86;136.86
C3M42-342;Ts-1(FV);2;1;22.7;114.8;69.8;134.08
C3M42-342;Ts-1(FV);3;2;32.6;108.83;66.84;137.31
C3M42-348;Ts-1(FV);1;2;0;138.34;138.34;138.34
C3M42-348;Ts-1(FV);2;1;21.8;114.84;71.82;131.73
