idPotManip;idGenotype;period;numberPot;duration;mean;min;max
C3M42-31;Ag-0(FV);1;2;0;135.5;135.5;135.5
C3M42-31;Ag-0(FV);2;1;21.8;113.41;67.82;130.01
C3M42-31;Ag-0(FV);3;2;32.5;107.74;52.19;137.42
C3M42-74;Ag-0(FV);1;2;0;149.44;149.44;149.44
C3M42-74;Ag-0(FV);2;1;16.8;122.19;112.45;141.43
C3M42-74;Ag-0(FV);3;2;37.9;131.41;101.19;137.49
C3M42-79;Ag-0(FV);1;2;0;149.38;149.38;149.38
C3M42-79;Ag-0(FV);2;1;15.8;121.99;111.86;141.57
C3M42-79;Ag-0(FV);3;2;48.4;131.63;110.74;137.41
C3M42-89;Ag-0(FV);1;2;0;152.9;152.9;152.9
C3M42-89;Ag-0(FV);2;1;20.7;116.06;71.77;146.18
C3M42-89;Ag-0(FV);3;2;43.5;115.81;47.97;137.38
C3M42-97;Ag-0(FV);1;2;0;144.5;144.5;144.5
C3M42-97;Ag-0(FV);2;1;20.7;115.15;71.95;138.17
C3M42-97;Ag-0(FV);3;2;29.4;107.17;47.82;137.39
C3M42-158;Ag-0(FV);1;2;0;149.4;149.4;149.4
C3M42-158;Ag-0(FV);2;1;15.7;123.69;114.72;144.28
C3M42-158;Ag-0(FV);3;2;47.5;133.62;107.93;137.46
C3M42-163;Ag-0(FV);1;2;0;154.95;154.95;154.95
C3M42-163;Ag-0(FV);2;1;15.8;124.56;113.5;148.28
C3M42-163;Ag-0(FV);3;2;48.4;130.91;98.21;137.42
C3M42-220;Ag-0(FV);1;2;0;140.11;140.11;140.11
C3M42-220;Ag-0(FV);2;1;16.9;121.28;113.32;133.1
C3M42-220;Ag-0(FV);3;2;37.8;131.39;102.17;137.33
C3M42-243;Ag-0(FV);1;2;0;145.06;145.06;145.06
C3M42-243;Ag-0(FV);2;1;16.9;122.14;113.57;139.13
C3M42-243;Ag-0(FV);3;2;37.8;131.52;112.84;137.3
C3M42-249;Ag-0(FV);1;2;0;153.89;153.89;153.89
C3M42-249;Ag-0(FV);2;1;21.8;115.56;67.98;146.25
C3M42-249;Ag-0(FV);3;2;32.6;109.02;53.38;137.49
C3M42-287;Ag-0(FV);1;2;0;137.83;137.83;137.83
C3M42-287;Ag-0(FV);2;1;20.8;114.34;70.66;132.87
C3M42-287;Ag-0(FV);3;2;44.4;117.51;65.59;137.33
C3M42-293;Ag-0(FV);1;2;0;137.72;137.72;137.72
C3M42-293;Ag-0(FV);2;1;20.7;114.94;71.11;134.68
C3M42-293;Ag-0(FV);3;2;44.5;116.25;46.77;137.34
C3M42-299;Ag-0(FV);1;2;0;136.59;136.59;136.59
C3M42-299;Ag-0(FV);2;1;20.7;113.58;69.34;130.01
C3M42-299;Ag-0(FV);3;2;44.5;117.09;66.43;137.31
C3M42-319;Ag-0(FV);1;2;0;131.94;131.94;131.94
C3M42-319;Ag-0(FV);2;1;22.7;114.41;71.96;130
C3M42-319;Ag-0(FV);3;2;32.5;108.38;66.78;137.26
C3M42-422;Ag-0(FV);1;2;0;147.96;147.96;147.96
C3M42-422;Ag-0(FV);2;1;15.7;129.29;116.28;146.8
C3M42-422;Ag-0(FV);3;2;49.5;132.46;107.78;137.25
C3M42-425;Ag-0(FV);1;2;0;143.07;143.07;143.07
C3M42-425;Ag-0(FV);2;1;16.9;136.22;115.94;151.44
C3M42-425;Ag-0(FV);3;2;39.8;132.52;114.53;137.27
C3M42-433;Ag-0(FV);1;2;0;138.09;138.09;138.09
C3M42-433;Ag-0(FV);2;1;22.7;115.35;72.11;133.95
C3M42-433;Ag-0(FV);3;2;33.3;109.43;67.39;137.23
C3M42-480;Ag-0(FV);1;2;0;138.4;138.4;138.4
C3M42-480;Ag-0(FV);2;1;15.8;122.38;114.87;133.1
C3M42-480;Ag-0(FV);3;2;49.4;132.16;109.1;137.26
C3M42-5;An-1(FV);1;2;0;145.46;145.46;145.46
C3M42-5;An-1(FV);2;1;21.7;114.9;68.19;138.85
C3M42-5;An-1(FV);3;2;32.5;111.27;65.75;137.38
C3M42-101;An-1(FV);1;2;0;156.13;156.13;156.13
C3M42-101;An-1(FV);2;1;16.9;123.9;113.06;148.5
C3M42-101;An-1(FV);3;2;37.6;134.08;117.99;137.48
C3M42-164;An-1(FV);1;2;0;153.93;153.93;153.93
C3M42-164;An-1(FV);2;1;15.8;123.66;113.18;147.06
C3M42-164;An-1(FV);3;2;48.4;133.9;117.07;137.39
C3M42-231;An-1(FV);1;2;0;139.63;139.63;139.63
C3M42-231;An-1(FV);2;1;26.7;112.26;68.15;133.95
C3M42-231;An-1(FV);3;2;34.9;114.67;65.93;138.51
C3M42-232;An-1(FV);1;2;0;142.38;142.38;142.38
C3M42-232;An-1(FV);2;1;16.9;122.28;113.98;137.82
C3M42-232;An-1(FV);3;2;37.8;134.55;118.39;137.31
C3M42-241;An-1(FV);1;2;0;145.37;145.37;145.37
C3M42-241;An-1(FV);2;1;16.9;121.98;113.2;139.25
C3M42-241;An-1(FV);3;2;37.8;134.42;117.97;137.43
C3M42-264;An-1(FV);1;2;0;134.03;134.03;134.03
C3M42-264;An-1(FV);2;1;20.8;113.53;69.89;129.99
C3M42-264;An-1(FV);3;2;29.4;106.88;65.71;137.24
C3M42-274;An-1(FV);1;2;0;139.94;139.94;139.94
C3M42-274;An-1(FV);2;1;16.9;121.68;113.59;133.99
C3M42-274;An-1(FV);3;2;38.5;134.35;118.76;137.64
C3M42-276;An-1(FV);1;2;0;138.39;138.39;138.39
C3M42-276;An-1(FV);2;1;15.8;121.3;112.64;133.01
C3M42-276;An-1(FV);3;2;49.4;134.02;117.07;137.42
C3M42-277;An-1(FV);1;2;0;143.71;143.71;143.71
C3M42-277;An-1(FV);2;1;21.7;115.19;70.36;138.09
C3M42-277;An-1(FV);3;2;33.6;110.34;53.45;137.86
C3M42-303;An-1(FV);1;2;0;138.3;138.3;138.3
C3M42-303;An-1(FV);2;1;15.7;122.42;114.85;133.43
C3M42-303;An-1(FV);3;2;49.5;134.69;117.05;137.94
C3M42-309;An-1(FV);1;2;0;135.47;135.47;135.47
C3M42-309;An-1(FV);2;1;20.8;114.73;72.3;131.06
C3M42-309;An-1(FV);3;2;44.4;118.2;47.81;137.48
C3M42-312;An-1(FV);1;2;0;140.41;140.41;140.41
C3M42-312;An-1(FV);2;1;16.9;122.09;113.93;135.92
C3M42-312;An-1(FV);3;2;38.5;134.5;119.04;137.24
C3M42-360;An-1(FV);1;2;0;133.48;133.48;133.48
C3M42-360;An-1(FV);2;1;22.7;112.73;69.19;129.99
C3M42-360;An-1(FV);3;2;32.5;112.17;66.85;137.3
C3M42-440;An-1(FV);1;2;0;139.08;139.08;139.08
C3M42-440;An-1(FV);2;1;26.8;112.33;66.65;161.07
C3M42-440;An-1(FV);3;2;37.8;116.22;65.16;137.34
C3M42-474;An-1(FV);1;2;0;131.43;131.43;131.43
C3M42-474;An-1(FV);2;1;26.8;112.55;69.41;134.5
C3M42-474;An-1(FV);3;2;37.8;116.01;68.41;138.61
C3M42-14;Cdm-0(FV);1;2;0;147.06;147.06;147.06
C3M42-14;Cdm-0(FV);2;1;19.7;121.49;113.98;139.05
C3M42-14;Cdm-0(FV);3;2;44.5;131.3;101.26;137.46
C3M42-43;Cdm-0(FV);1;2;0;138.35;138.35;138.35
C3M42-43;Cdm-0(FV);2;1;26.8;111.28;66.51;130.01
C3M42-43;Cdm-0(FV);3;2;33.8;107.58;64.55;137.34
C3M42-45;Cdm-0(FV);1;2;0;145.59;145.59;145.59
C3M42-45;Cdm-0(FV);2;1;26.8;111.92;66.78;136.27
C3M42-45;Cdm-0(FV);3;2;33.8;110.09;65.21;137.41
C3M42-159;Cdm-0(FV);1;2;0;153.72;153.72;153.72
C3M42-159;Cdm-0(FV);2;1;16.9;125.1;113.94;148.95
C3M42-159;Cdm-0(FV);3;2;47.5;129.5;77.54;137.4
C3M42-170;Cdm-0(FV);1;2;0;144.32;144.32;144.32
C3M42-170;Cdm-0(FV);2;1;16.9;122.48;114.27;139.01
C3M42-170;Cdm-0(FV);3;2;37.5;129.07;89.98;137.38
C3M42-178;Cdm-0(FV);1;2;0;152.54;152.54;152.54
C3M42-178;Cdm-0(FV);2;1;26.8;113.37;67.4;145.26
C3M42-178;Cdm-0(FV);3;2;33.9;108.06;65.09;137.47
C3M42-248;Cdm-0(FV);1;2;0;156.37;156.37;156.37
C3M42-248;Cdm-0(FV);2;1;21.8;116.42;69.37;149.5
C3M42-248;Cdm-0(FV);3;2;43.4;115.46;53.4;137.38
C3M42-307;Cdm-0(FV);1;2;0;134.22;134.22;134.22
C3M42-307;Cdm-0(FV);2;1;15.8;121.85;114.13;130.3
C3M42-307;Cdm-0(FV);3;2;49.4;127.63;76.35;137.28
C3M42-333;Cdm-0(FV);1;2;0;133.76;133.76;133.76
C3M42-333;Cdm-0(FV);2;1;16.9;121.38;109.34;130.01
C3M42-333;Cdm-0(FV);3;2;38.6;129.62;92.24;137.35
C3M42-346;Cdm-0(FV);1;2;0;134.9;134.9;134.9
C3M42-346;Cdm-0(FV);2;1;22.7;113.94;69.59;130.01
C3M42-346;Cdm-0(FV);3;2;32.6;107.46;66.75;137.3
C3M42-370;Cdm-0(FV);1;2;0;137.53;137.53;137.53
C3M42-370;Cdm-0(FV);2;1;26.8;113.57;68.65;134.47
C3M42-370;Cdm-0(FV);3;2;34.9;112.77;63.34;137.27
C3M42-380;Cdm-0(FV);1;2;0;142.01;142.01;142.01
C3M42-380;Cdm-0(FV);2;1;26.8;111.1;67.79;142.28
C3M42-380;Cdm-0(FV);3;2;37.8;110.81;65.07;137.28
C3M42-384;Cdm-0(FV);1;2;0;137.91;137.91;137.91
C3M42-384;Cdm-0(FV);2;1;21.8;113.27;68.12;134.43
C3M42-384;Cdm-0(FV);3;2;43.5;113.15;52.66;137.32
C3M42-412;Cdm-0(FV);1;2;0;146.68;146.68;146.68
C3M42-412;Cdm-0(FV);2;1;16.9;135.1;116.02;150.64
C3M42-412;Cdm-0(FV);3;2;39.5;132.5;113.48;137.26
C3M42-449;Cdm-0(FV);1;2;0;136.62;136.62;136.62
C3M42-449;Cdm-0(FV);2;1;26.8;114.04;69;140.09
C3M42-449;Cdm-0(FV);3;2;37.8;108.04;64.14;137.24
C3M42-468;Cdm-0(FV);1;2;0;133.66;133.66;133.66
C3M42-468;Cdm-0(FV);2;1;16.9;121.61;114.82;130.01
C3M42-468;Cdm-0(FV);3;2;41.5;129.31;74.97;137.33
C3M42-473;Cdm-0(FV);1;2;0;131.75;131.75;131.75
C3M42-473;Cdm-0(FV);2;1;16.9;124.27;116.04;132.72
C3M42-473;Cdm-0(FV);3;2;48.5;130.7;105.97;137.2
C3M42-489;Cdm-0(FV);1;2;0;139.04;139.04;139.04
C3M42-489;Cdm-0(FV);2;1;16.9;124.43;115.92;135.56
C3M42-489;Cdm-0(FV);3;2;41.5;132.56;105.05;137.29
C3M42-56;Com-1(FV);1;2;0;133.63;133.63;133.63
C3M42-56;Com-1(FV);2;1;21.8;113.55;67.7;129.99
C3M42-56;Com-1(FV);3;2;32.8;107.8;51.37;137.32
C3M42-62;Com-1(FV);1;2;0;152.62;152.62;152.62
C3M42-62;Com-1(FV);2;1;19.7;121.72;113.66;143.57
C3M42-62;Com-1(FV);3;2;41.5;132.74;115.94;137.4
C3M42-65;Com-1(FV);1;2;0;146.43;146.43;146.43
C3M42-65;Com-1(FV);2;1;19.7;121.2;113.01;137.39
C3M42-65;Com-1(FV);3;2;44.5;131.35;104.11;137.38
C3M42-66;Com-1(FV);1;2;0;137.94;137.94;137.94
C3M42-66;Com-1(FV);2;1;19.7;120.39;112.62;130.23
C3M42-66;Com-1(FV);3;2;41.5;129.68;86.43;137.53
C3M42-83;Com-1(FV);1;2;0;152.22;152.22;152.22
C3M42-83;Com-1(FV);2;1;26.8;112.13;66.98;144.8
C3M42-83;Com-1(FV);3;2;36.8;112.23;65.45;137.34
C3M42-145;Com-1(FV);1;2;0;138.3;138.3;138.3
C3M42-145;Com-1(FV);2;1;16.9;121.44;109.23;132.62
C3M42-145;Com-1(FV);3;2;37.6;132.7;114.67;137.38
C3M42-167;Com-1(FV);1;2;0;158.92;158.92;158.92
C3M42-167;Com-1(FV);2;1;26.8;114.52;67.86;152.77
C3M42-167;Com-1(FV);3;2;36.8;112.64;66.49;138.38
C3M42-213;Com-1(FV);1;2;0;142.75;142.75;142.75
C3M42-213;Com-1(FV);2;1;20.8;113.87;68.69;135.91
C3M42-213;Com-1(FV);3;2;29.4;105.6;66.03;137.32
C3M42-252;Com-1(FV);1;2;0;143.86;143.86;143.86
C3M42-252;Com-1(FV);2;1;19.8;120.54;111.44;135.56
C3M42-252;Com-1(FV);3;2;45.4;132.33;110.04;137.36
C3M42-295;Com-1(FV);1;2;0;135.73;135.73;135.73
C3M42-295;Com-1(FV);2;1;22.7;113.21;68.75;130.21
C3M42-295;Com-1(FV);3;2;32.5;110.43;66.69;137.32
C3M42-304;Com-1(FV);1;2;0;138.39;138.39;138.39
C3M42-304;Com-1(FV);2;1;16.9;122.18;113.95;134.17
C3M42-304;Com-1(FV);3;2;38.5;132.35;114;137.31
C3M42-376;Com-1(FV);1;2;0;141.63;141.63;141.63
C3M42-376;Com-1(FV);2;1;16.9;127.73;115.21;141.99
C3M42-376;Com-1(FV);3;2;38.5;132.93;113.05;137.31
C3M42-453;Com-1(FV);1;2;0;137.33;137.33;137.33
C3M42-453;Com-1(FV);2;1;26.8;112.71;70.17;136.32
C3M42-453;Com-1(FV);3;2;37.8;113.95;65.01;137.36
C3M42-456;Com-1(FV);1;2;0;137.4;137.4;137.4
C3M42-456;Com-1(FV);2;1;22.7;114.9;72.23;132.53
C3M42-456;Com-1(FV);3;2;33.6;110.59;67.68;137.31
C3M42-476;Com-1(FV);1;2;0;140.14;140.14;140.14
C3M42-476;Com-1(FV);2;1;28.8;119.11;70.38;148.21
C3M42-476;Com-1(FV);3;2;36.4;70.7;62.11;73.68
C3M42-479;Com-1(FV);1;2;0;135.25;135.25;135.25
C3M42-479;Com-1(FV);2;1;15.8;122.58;115.5;130.27
C3M42-479;Com-1(FV);3;2;49.5;132.04;112.2;137.28
C3M42-27;Cvi-0(FV);1;2;0;140.76;140.76;140.76
C3M42-27;Cvi-0(FV);2;1;26.7;114.67;68.13;131.03
C3M42-27;Cvi-0(FV);3;2;35.9;113.89;64.5;137.42
C3M42-54;Cvi-0(FV);1;2;0;141.28;141.28;141.28
C3M42-54;Cvi-0(FV);2;1;26.7;114.31;67.73;133.5
C3M42-54;Cvi-0(FV);3;2;35.9;112.32;65.45;137.52
C3M42-70;Cvi-0(FV);1;2;0;143.26;143.26;143.26
C3M42-70;Cvi-0(FV);2;1;37.8;117.5;66.84;134.85
C3M42-71;Cvi-0(FV);1;2;0;144.31;144.31;144.31
C3M42-71;Cvi-0(FV);2;1;19.8;121.18;111.68;136.91
C3M42-71;Cvi-0(FV);3;2;44.4;128.37;94.75;137.37
C3M42-144;Cvi-0(FV);1;2;0;144.75;144.75;144.75
C3M42-144;Cvi-0(FV);2;1;26.8;112.4;67.21;138.61
C3M42-144;Cvi-0(FV);3;2;36.8;113.17;64.27;137.33
C3M42-166;Cvi-0(FV);1;2;0;149.64;149.64;149.64
C3M42-166;Cvi-0(FV);2;1;20.8;122.56;113.88;143.37
C3M42-166;Cvi-0(FV);3;2;42.5;125.88;72.22;137.34
C3M42-171;Cvi-0(FV);1;2;0;146.61;146.61;146.61
C3M42-171;Cvi-0(FV);2;1;20.7;122.88;114.52;141.86
C3M42-171;Cvi-0(FV);3;2;42.5;129.91;97.38;137.47
C3M42-261;Cvi-0(FV);1;2;0;149.2;149.2;149.2
C3M42-261;Cvi-0(FV);2;1;19.8;122.87;113.99;143.92
C3M42-261;Cvi-0(FV);3;2;45.4;126.91;87.5;137.23
C3M42-262;Cvi-0(FV);1;2;0;138.5;138.5;138.5
C3M42-262;Cvi-0(FV);2;1;20.8;121.07;113.29;131.92
C3M42-262;Cvi-0(FV);3;2;42.5;127.49;79.94;137.35
C3M42-290;Cvi-0(FV);1;2;0;136.01;136.01;136.01
C3M42-290;Cvi-0(FV);2;1;26.8;112.73;68.09;131.14
C3M42-290;Cvi-0(FV);3;2;37.8;111.04;65.69;137.27
C3M42-316;Cvi-0(FV);1;2;0;135.69;135.69;135.69
C3M42-316;Cvi-0(FV);2;1;26.8;114.12;68.85;133.02
C3M42-316;Cvi-0(FV);3;2;34.9;109.74;65.93;137.24
C3M42-325;Cvi-0(FV);1;2;0;134.2;134.2;134.2
C3M42-325;Cvi-0(FV);2;1;19.7;122;114.5;131.73
C3M42-325;Cvi-0(FV);3;2;42.5;130.07;98.81;137.26
C3M42-385;Cvi-0(FV);1;2;0;137.66;137.66;137.66
C3M42-385;Cvi-0(FV);2;1;26.8;115.72;68.94;147.49
C3M42-385;Cvi-0(FV);3;2;37.8;112.48;66.81;137.27
C3M42-411;Cvi-0(FV);1;2;0;146.62;146.62;146.62
C3M42-411;Cvi-0(FV);2;1;26.8;120.67;69.17;147.66
C3M42-411;Cvi-0(FV);3;2;35;112.47;66.49;137.3
C3M42-450;Cvi-0(FV);1;2;0;136.88;136.88;136.88
C3M42-450;Cvi-0(FV);2;1;19.8;131.8;116.45;146
C3M42-450;Cvi-0(FV);3;2;42.7;130.82;100.86;137.28
C3M42-4;Eden-1(FV);1;2;0;142.1;142.1;142.1
C3M42-4;Eden-1(FV);2;1;19.7;120.49;112.44;132.29
C3M42-4;Eden-1(FV);3;2;41.5;134.04;115.62;137.8
C3M42-21;Eden-1(FV);1;2;0;146.4;146.4;146.4
C3M42-21;Eden-1(FV);2;1;26.8;113.64;67.11;136.93
C3M42-21;Eden-1(FV);3;2;35.8;113.01;66.04;138.53
C3M42-40;Eden-1(FV);1;2;0;138.77;138.77;138.77
C3M42-40;Eden-1(FV);2;1;19.7;120.26;112.77;129.99
C3M42-40;Eden-1(FV);3;2;41.5;133.83;116.15;137.35
C3M42-48;Eden-1(FV);1;2;0;142.69;142.69;142.69
C3M42-48;Eden-1(FV);2;1;19.8;120.88;111.6;136.06
C3M42-48;Eden-1(FV);3;2;44.4;134.23;114.4;137.41
C3M42-55;Eden-1(FV);1;2;0;144.59;144.59;144.59
C3M42-55;Eden-1(FV);2;1;19.8;121.16;112.2;135.7
C3M42-55;Eden-1(FV);3;2;41.5;133.74;116.79;137.42
C3M42-69;Eden-1(FV);1;2;0;144.36;144.36;144.36
C3M42-69;Eden-1(FV);2;1;26.8;111.77;67.23;135.53
C3M42-69;Eden-1(FV);3;2;33.9;114.01;65.83;138.08
C3M42-91;Eden-1(FV);1;2;0;146.47;146.47;146.47
C3M42-91;Eden-1(FV);2;1;19.8;122.03;112.68;143.94
C3M42-91;Eden-1(FV);3;2;44.4;133.66;110.21;138.79
C3M42-117;Eden-1(FV);1;2;0;146.98;146.98;146.98
C3M42-117;Eden-1(FV);2;1;19.8;122.05;113.6;140.76
C3M42-117;Eden-1(FV);3;2;41.6;134.35;117.95;138.09
C3M42-128;Eden-1(FV);1;2;0;154.71;154.71;154.71
C3M42-128;Eden-1(FV);2;1;19.8;123.56;113.59;148.76
C3M42-128;Eden-1(FV);3;2;44.4;134.3;117.82;137.51
C3M42-138;Eden-1(FV);1;2;0;147.5;147.5;147.5
C3M42-138;Eden-1(FV);2;1;19.7;122.29;113.53;141.61
C3M42-138;Eden-1(FV);3;2;41.6;133.79;113.21;137.35
C3M42-150;Eden-1(FV);1;2;0;148.37;148.37;148.37
C3M42-150;Eden-1(FV);2;1;26.7;113.56;68.94;142.35
C3M42-150;Eden-1(FV);3;2;36.9;114.69;66.91;137.56
C3M42-157;Eden-1(FV);1;2;0;142.18;142.18;142.18
C3M42-157;Eden-1(FV);2;1;26.7;113.12;68.82;137.17
C3M42-157;Eden-1(FV);3;2;34;114.69;67.13;138.31
C3M42-196;Eden-1(FV);1;2;0;146.8;146.8;146.8
C3M42-196;Eden-1(FV);2;1;26.7;113.53;69.03;140.9
C3M42-196;Eden-1(FV);3;2;34.2;114.59;66.92;138.37
C3M42-263;Eden-1(FV);1;2;0;137.64;137.64;137.64
C3M42-263;Eden-1(FV);2;1;26.8;112.03;67.51;130.99
C3M42-263;Eden-1(FV);3;2;37.8;115.27;66.24;138.56
C3M42-286;Eden-1(FV);1;2;0;141.22;141.22;141.22
C3M42-286;Eden-1(FV);2;1;26.8;111.93;67.68;136.14
C3M42-286;Eden-1(FV);3;2;35.8;116.82;65.62;137.36
C3M42-464;Eden-1(FV);1;2;0;135.07;135.07;135.07
C3M42-464;Eden-1(FV);2;1;26.8;114.76;70.55;144.91
C3M42-464;Eden-1(FV);3;2;28.9;109.26;65.15;137.26
C3M42-471;Eden-1(FV);1;2;0;129.39;129.39;129.39
C3M42-471;Eden-1(FV);2;1;26.8;114.29;68.86;129.99
C3M42-471;Eden-1(FV);3;2;37.8;117.31;66.02;137.31
C3M42-3;Ei-2(FV);1;2;0;143.37;143.37;143.37
C3M42-3;Ei-2(FV);2;1;20.7;113.71;68.43;134.4
C3M42-3;Ei-2(FV);3;2;43.5;115.99;65.56;137.44
C3M42-9;Ei-2(FV);1;2;0;146.47;146.47;146.47
C3M42-9;Ei-2(FV);2;1;15.8;121.43;111.07;136.06
C3M42-9;Ei-2(FV);3;2;34.4;130.33;98.35;137.44
C3M42-10;Ei-2(FV);1;2;0;143.42;143.42;143.42
C3M42-10;Ei-2(FV);2;1;15.8;120.98;111.4;133.34
C3M42-10;Ei-2(FV);3;2;48.4;124.36;83.71;137.26
C3M42-119;Ei-2(FV);1;2;0;158.69;158.69;158.69
C3M42-119;Ei-2(FV);2;1;20.8;115.98;72.34;153.41
C3M42-119;Ei-2(FV);3;2;43.4;114.63;48.03;145.52
C3M42-127;Ei-2(FV);1;2;0;152.8;152.8;152.8
C3M42-127;Ei-2(FV);2;1;15.8;124.21;113.37;147.32
C3M42-127;Ei-2(FV);3;2;34.4;130.36;103.2;137.37
C3M42-148;Ei-2(FV);1;2;0;146.71;146.71;146.71
C3M42-148;Ei-2(FV);2;1;22.7;114.63;69.45;140.95
C3M42-148;Ei-2(FV);3;2;31.5;106.69;66.71;137.32
C3M42-176;Ei-2(FV);1;2;0;158.56;158.56;158.56
C3M42-176;Ei-2(FV);2;1;15.8;125.89;113.52;152.52
C3M42-176;Ei-2(FV);3;2;48.4;128.33;83.53;137.34
C3M42-200;Ei-2(FV);1;2;0;151.67;151.67;151.67
C3M42-200;Ei-2(FV);2;1;21.8;116.14;70.81;145.82
C3M42-200;Ei-2(FV);3;2;32.5;106.39;53.77;137.42
C3M42-236;Ei-2(FV);1;2;0;151.18;151.18;151.18
C3M42-236;Ei-2(FV);2;1;26.8;112.88;66.97;145.91
C3M42-236;Ei-2(FV);3;2;34.8;112.5;64.43;137.35
C3M42-245;Ei-2(FV);1;2;0;150.84;150.84;150.84
C3M42-245;Ei-2(FV);2;1;15.7;123.11;113.65;145.74
C3M42-245;Ei-2(FV);3;2;34.4;131.53;109.59;137.36
C3M42-374;Ei-2(FV);1;2;0;142.63;142.63;142.63
C3M42-374;Ei-2(FV);2;1;15.7;128.51;116.57;143.23
C3M42-374;Ei-2(FV);3;2;49.5;128.8;79.89;137.24
C3M42-392;Ei-2(FV);1;2;0;135.62;135.62;135.62
C3M42-392;Ei-2(FV);2;1;14.8;124.03;116.07;135.48
C3M42-392;Ei-2(FV);3;2;35.4;130.4;105.37;137.16
C3M42-443;Ei-2(FV);1;2;0;141.16;141.16;141.16
C3M42-443;Ei-2(FV);2;1;14.8;123.71;115.39;137.69
C3M42-443;Ei-2(FV);3;2;35.4;127.09;68.2;137.26
C3M42-458;Ei-2(FV);1;2;0;138.7;138.7;138.7
C3M42-458;Ei-2(FV);2;1;21.7;115.25;70.92;135.45
C3M42-458;Ei-2(FV);3;2;28.4;103.03;54.34;137.37
C3M42-478;Ei-2(FV);1;2;0;139.03;139.03;139.03
C3M42-478;Ei-2(FV);2;1;27.8;115.61;69.95;136.37
C3M42-478;Ei-2(FV);3;2;34.6;112.71;67.31;137.23
C3M42-484;Ei-2(FV);1;2;0;136.44;136.44;136.44
C3M42-484;Ei-2(FV);2;1;26.8;111.26;68.48;136.31
C3M42-484;Ei-2(FV);3;2;37.8;111.82;64.33;137.22
C3M42-15;IP-Coa-0(FV);1;2;0;142.76;142.76;142.76
C3M42-15;IP-Coa-0(FV);2;1;19.7;120.88;113.74;134.18
C3M42-15;IP-Coa-0(FV);3;2;44.5;131.59;109.25;137.26
C3M42-63;IP-Coa-0(FV);1;2;0;144.89;144.89;144.89
C3M42-63;IP-Coa-0(FV);2;1;26.7;111.58;67.4;135.81
C3M42-63;IP-Coa-0(FV);3;2;33.9;109.79;65.01;137.34
C3M42-99;IP-Coa-0(FV);1;2;0;161.05;161.05;161.05
C3M42-99;IP-Coa-0(FV);2;1;19.7;125.23;113.91;153.38
C3M42-99;IP-Coa-0(FV);3;2;41.6;130.13;104.28;137.43
C3M42-102;IP-Coa-0(FV);1;2;0;146.72;146.72;146.72
C3M42-102;IP-Coa-0(FV);2;1;27.8;120.81;108.85;138.84
C3M42-108;IP-Coa-0(FV);1;2;0;150.27;150.27;150.27
C3M42-108;IP-Coa-0(FV);2;1;16.9;122.24;111.94;143.17
C3M42-108;IP-Coa-0(FV);3;2;37.5;131.95;101.33;137.44
C3M42-118;IP-Coa-0(FV);1;2;0;150.39;150.39;150.39
C3M42-118;IP-Coa-0(FV);2;1;22.8;114.64;69.18;143.58
C3M42-118;IP-Coa-0(FV);3;2;31.6;109.64;66.77;137.62
C3M42-122;IP-Coa-0(FV);1;2;0;147.42;147.42;147.42
C3M42-122;IP-Coa-0(FV);2;1;26.7;112.84;67.88;140.96
C3M42-122;IP-Coa-0(FV);3;2;36.9;111.63;65.49;137.41
C3M42-133;IP-Coa-0(FV);1;2;0;147.28;147.28;147.28
C3M42-133;IP-Coa-0(FV);2;1;26.7;112.68;67.77;140.78
C3M42-133;IP-Coa-0(FV);3;2;34;111.01;65.81;137.29
C3M42-140;IP-Coa-0(FV);1;2;0;156.11;156.11;156.11
C3M42-140;IP-Coa-0(FV);2;1;16.9;124.14;113.39;149.62
C3M42-140;IP-Coa-0(FV);3;2;37.6;126.38;69.93;137.32
C3M42-185;IP-Coa-0(FV);1;2;0;146.12;146.12;146.12
C3M42-185;IP-Coa-0(FV);2;1;19.7;122.23;113.72;140.28
C3M42-185;IP-Coa-0(FV);3;2;44.5;129.89;89.28;148.72
C3M42-233;IP-Coa-0(FV);1;2;0;145.08;145.08;145.08
C3M42-233;IP-Coa-0(FV);2;1;19.7;122.15;113.86;140.99
C3M42-233;IP-Coa-0(FV);3;2;42.5;130.86;103.07;137.4
C3M42-253;IP-Coa-0(FV);1;2;0;146.61;146.61;146.61
C3M42-253;IP-Coa-0(FV);2;1;26.7;113.05;67.37;141.36
C3M42-253;IP-Coa-0(FV);3;2;34.9;112.1;66.18;137.37
C3M42-257;IP-Coa-0(FV);1;2;0;147.77;147.77;147.77
C3M42-257;IP-Coa-0(FV);2;1;26.7;113.26;68.27;142.38
C3M42-257;IP-Coa-0(FV);3;2;37.8;111.45;65.7;137.38
C3M42-284;IP-Coa-0(FV);1;2;0;141.85;141.85;141.85
C3M42-284;IP-Coa-0(FV);2;1;26.8;112.05;67.45;136.97
C3M42-284;IP-Coa-0(FV);3;2;34.9;111.82;63.46;137.29
C3M42-324;IP-Coa-0(FV);1;2;0;134.86;134.86;134.86
C3M42-324;IP-Coa-0(FV);2;1;19.8;120.53;112.94;130
C3M42-324;IP-Coa-0(FV);3;2;42.5;128.61;95.36;137.26
C3M42-377;IP-Coa-0(FV);1;2;0;143.75;143.75;143.75
C3M42-377;IP-Coa-0(FV);2;1;26.8;120.33;69.37;146.26
